datetime,node,da_lmp
2025-01-01 00:00:00,HB_NORTH,67.41785382528082
2025-01-01 00:00:00,HB_WEST,51.543392470720384
2025-01-01 00:00:00,HB_HOUSTON,71.19221345251731
2025-01-01 00:00:00,HB_SOUTH,93.07574641020064
2025-01-01 00:00:00,CORYCELL_138,49.1461656319166
2025-01-01 00:00:00,WOODLANDS_69,49.146576076270485
2025-01-01 01:00:00,HB_NORTH,94.48032038768478
2025-01-01 01:00:00,HB_WEST,74.18586822882273
2025-01-01 01:00:00,HB_HOUSTON,43.2631403516262
2025-01-01 01:00:00,HB_SOUTH,68.56400108964911
2025-01-01 01:00:00,CORYCELL_138,43.41455767968844
2025-01-01 01:00:00,WOODLANDS_69,43.35675616074358
2025-01-01 02:00:00,HB_NORTH,61.04905678915085
2025-01-01 02:00:00,HB_WEST,20.0
2025-01-01 02:00:00,HB_HOUSTON,20.0
2025-01-01 02:00:00,HB_SOUTH,40.94281176897568
2025-01-01 02:00:00,CORYCELL_138,29.679221991639405
2025-01-01 02:00:00,WOODLANDS_69,62.85618331488185
2025-01-01 03:00:00,HB_NORTH,32.29939811196972
2025-01-01 03:00:00,HB_WEST,20.0
2025-01-01 03:00:00,HB_HOUSTON,91.64121922303886
2025-01-01 03:00:00,HB_SOUTH,49.35559248783661
2025-01-01 03:00:00,CORYCELL_138,56.688205117198095
2025-01-01 03:00:00,WOODLANDS_69,20.0
2025-01-01 04:00:00,HB_NORTH,41.39043188687043
2025-01-01 04:00:00,HB_WEST,57.773064742746655
2025-01-01 04:00:00,HB_HOUSTON,26.22516056444243
2025-01-01 04:00:00,HB_SOUTH,64.3924504586418
2025-01-01 04:00:00,CORYCELL_138,39.984032752029876
2025-01-01 04:00:00,WOODLANDS_69,47.70765625516808
2025-01-01 05:00:00,HB_NORTH,39.95733469426508
2025-01-01 05:00:00,HB_WEST,101.30695461272344
2025-01-01 05:00:00,HB_HOUSTON,54.66256938155165
2025-01-01 05:00:00,HB_SOUTH,28.557226776102492
2025-01-01 05:00:00,CORYCELL_138,75.56362280257973
2025-01-01 05:00:00,WOODLANDS_69,24.478908750724443
2025-01-01 06:00:00,HB_NORTH,60.22158987511889
2025-01-01 06:00:00,HB_WEST,20.0
2025-01-01 06:00:00,HB_HOUSTON,21.79534877753924
2025-01-01 06:00:00,HB_SOUTH,59.921530896728086
2025-01-01 06:00:00,CORYCELL_138,73.46166449988526
2025-01-01 06:00:00,WOODLANDS_69,59.28420702974926
2025-01-01 07:00:00,HB_NORTH,52.10879294029399
2025-01-01 07:00:00,HB_WEST,47.47240761026778
2025-01-01 07:00:00,HB_HOUSTON,20.0
2025-01-01 07:00:00,HB_SOUTH,37.003894790132286
2025-01-01 07:00:00,CORYCELL_138,43.484030726005315
2025-01-01 07:00:00,WOODLANDS_69,81.42805565547289
2025-01-01 08:00:00,HB_NORTH,63.59045723921153
2025-01-01 08:00:00,HB_WEST,20.0
2025-01-01 08:00:00,HB_HOUSTON,63.102099234869875
2025-01-01 08:00:00,HB_SOUTH,45.37294298959209
2025-01-01 08:00:00,CORYCELL_138,38.07694999235103
2025-01-01 08:00:00,WOODLANDS_69,70.2919072210217
2025-01-01 09:00:00,HB_NORTH,80.77498806239878
2025-01-01 09:00:00,HB_WEST,78.28200297790497
2025-01-01 09:00:00,HB_HOUSTON,34.01956191943404
2025-01-01 09:00:00,HB_SOUTH,47.26969060371964
2025-01-01 09:00:00,CORYCELL_138,63.2815857850891
2025-01-01 09:00:00,WOODLANDS_69,79.38862817805898
2025-01-01 10:00:00,HB_NORTH,43.020644053867755
2025-01-01 10:00:00,HB_WEST,50.35852558340457
2025-01-01 10:00:00,HB_HOUSTON,27.341625649849295
2025-01-01 10:00:00,HB_SOUTH,25.09483439798323
2025-01-01 10:00:00,CORYCELL_138,75.31314555985495
2025-01-01 10:00:00,WOODLANDS_69,88.90600071427058
2025-01-01 11:00:00,HB_NORTH,53.19974696049165
2025-01-01 11:00:00,HB_WEST,80.08832244730061
2025-01-01 11:00:00,HB_HOUSTON,64.04090062619085
2025-01-01 11:00:00,HB_SOUTH,38.872006134871896
2025-01-01 11:00:00,CORYCELL_138,64.03489013771035
2025-01-01 11:00:00,WOODLANDS_69,93.45091416164922
2025-01-01 12:00:00,HB_NORTH,54.10434902225121
2025-01-01 12:00:00,HB_WEST,94.11609139535015
2025-01-01 12:00:00,HB_HOUSTON,20.0
2025-01-01 12:00:00,HB_SOUTH,75.54756260938059
2025-01-01 12:00:00,CORYCELL_138,57.17617670595428
2025-01-01 12:00:00,WOODLANDS_69,47.52481623835332
2025-01-01 13:00:00,HB_NORTH,57.29401941338756
2025-01-01 13:00:00,HB_WEST,20.0
2025-01-01 13:00:00,HB_HOUSTON,49.5082028040622
2025-01-01 13:00:00,HB_SOUTH,63.92781428779366
2025-01-01 13:00:00,CORYCELL_138,91.94735111853791
2025-01-01 13:00:00,WOODLANDS_69,42.04324454315881
2025-01-01 14:00:00,HB_NORTH,34.787659927670305
2025-01-01 14:00:00,HB_WEST,42.456073910386586
2025-01-01 14:00:00,HB_HOUSTON,77.88505294255185
2025-01-01 14:00:00,HB_SOUTH,63.21877774149211
2025-01-01 14:00:00,CORYCELL_138,41.75599490582403
