datetime,node,da_lmp,rt_lmp
2025-01-01 00:00:00,HB_NORTH,67.41785382528082,108.88357402133141
2025-01-01 00:00:00,HB_WEST,51.543392470720384,86.06757583141997
2025-01-01 00:00:00,HB_HOUSTON,71.19221345251731,83.76301172914175
2025-01-01 00:00:00,HB_SOUTH,93.07574641020064,103.51482640726854
2025-01-01 00:00:00,CORYCELL_138,49.1461656319166,67.52530026830607
2025-01-01 00:00:00,WOODLANDS_69,49.146576076270485,37.53677332942069
2025-01-01 01:00:00,HB_NORTH,94.48032038768478,137.98430134341814
2025-01-01 01:00:00,HB_WEST,74.18586822882273,115.76826149068938
2025-01-01 01:00:00,HB_HOUSTON,43.2631403516262,49.19824271474095
2025-01-01 01:00:00,HB_SOUTH,68.56400108964911,61.16439822594923
2025-01-01 01:00:00,CORYCELL_138,43.41455767968844,31.766441086548618
2025-01-01 01:00:00,WOODLANDS_69,43.35675616074358,60.74152159113647
2025-01-01 02:00:00,HB_NORTH,61.04905678915085,60.798312885723526
2025-01-01 02:00:00,HB_WEST,20.0,24.205570916668254
2025-01-01 02:00:00,HB_HOUSTON,20.0,22.49982147646568
2025-01-01 02:00:00,HB_SOUTH,40.94281176897568,36.53627104818893
2025-01-01 02:00:00,CORYCELL_138,29.679221991639405,37.37224061547089
2025-01-01 02:00:00,WOODLANDS_69,62.85618331488185,75.77645250771384
2025-01-01 03:00:00,HB_NORTH,32.29939811196972,44.78513048526228
2025-01-01 03:00:00,HB_WEST,20.0,19.54146987965531
2025-01-01 03:00:00,HB_HOUSTON,91.64121922303886,85.78561912387224
2025-01-01 03:00:00,HB_SOUTH,49.35559248783661,78.76064594669135
2025-01-01 03:00:00,CORYCELL_138,56.688205117198095,83.4683633976888
2025-01-01 03:00:00,WOODLANDS_69,20.0,30.988541937214393
2025-01-01 04:00:00,HB_NORTH,41.39043188687043,34.586622732180025
2025-01-01 04:00:00,HB_WEST,57.773064742746655,54.67894782068368
2025-01-01 04:00:00,HB_HOUSTON,26.22516056444243,34.9603594596809
2025-01-01 04:00:00,HB_SOUTH,64.3924504586418,105.7917401088035
2025-01-01 04:00:00,CORYCELL_138,39.984032752029876,67.22619814853583
2025-01-01 04:00:00,WOODLANDS_69,47.70765625516808,77.05268134457637
2025-01-01 05:00:00,HB_NORTH,39.95733469426508,29.8776071683986
2025-01-01 05:00:00,HB_WEST,101.30695461272344,162.39171556159823
2025-01-01 05:00:00,HB_HOUSTON,54.66256938155165,92.32509582583197
2025-01-01 05:00:00,HB_SOUTH,28.557226776102492,21.77271504378119
2025-01-01 05:00:00,CORYCELL_138,75.56362280257973,87.49579764281941
2025-01-01 05:00:00,WOODLANDS_69,24.478908750724443,31.584434778051484
2025-01-01 06:00:00,HB_NORTH,60.22158987511889,57.57337016156144
2025-01-01 06:00:00,HB_WEST,20.0,25.367084432816434
2025-01-01 06:00:00,HB_HOUSTON,21.79534877753924,36.49743108437757
2025-01-01 06:00:00,HB_SOUTH,59.921530896728086,99.08844602536273
2025-01-01 06:00:00,CORYCELL_138,73.46166449988526,127.36937729416317
2025-01-01 06:00:00,WOODLANDS_69,59.28420702974926,73.06901698529191
2025-01-01 07:00:00,HB_NORTH,52.10879294029399,60.00971779270068
2025-01-01 07:00:00,HB_WEST,47.47240761026778,67.99789112694805
2025-01-01 07:00:00,HB_HOUSTON,20.0,23.168732707222752
2025-01-01 07:00:00,HB_SOUTH,37.003894790132286,27.610051112265978
2025-01-01 07:00:00,CORYCELL_138,43.484030726005315,64.8744167093432
2025-01-01 07:00:00,WOODLANDS_69,81.42805565547289,82.16761256881013
2025-01-01 08:00:00,HB_NORTH,63.59045723921153,47.9468132633282
2025-01-01 08:00:00,HB_WEST,20.0,14.453663683591891
2025-01-01 08:00:00,HB_HOUSTON,63.102099234869875,108.81940577701717
2025-01-01 08:00:00,HB_SOUTH,45.37294298959209,44.34223349889584
2025-01-01 08:00:00,CORYCELL_138,38.07694999235103,45.41396366549233
2025-01-01 08:00:00,WOODLANDS_69,70.2919072210217,122.70395007173488
2025-01-01 09:00:00,HB_NORTH,80.77498806239878,98.08253786165913
2025-01-01 09:00:00,HB_WEST,78.28200297790497,61.56646691274906
2025-01-01 09:00:00,HB_HOUSTON,34.01956191943404,44.46797813196676
2025-01-01 09:00:00,HB_SOUTH,47.26969060371964,37.67481878908593
